ID0[0] PRI_INPUT (3086,786)
In 1059th Iteration, Delay Improved this time by changing: output magnet(s) of n542 To: 5.6307e-08m
In 1059th Iteration, Delay Improved to: 4.86488e-08ns
In 1060th Iteration, Delay Improved this time by changing: output magnet(s) of n669 To: 4.11e-08m
In 1060th Iteration, Delay Improved to: 4.86481e-08ns
In 1061th Iteration, Delay Improved this time by changing: output magnet(s) of n291 To: 4.11e-08m
In 1061th Iteration, Delay Improved to: 4.86456e-08ns
In 1062th Iteration, Delay Improved this time by changing: output magnet(s) of n246 To: 4.11e-08m
In 1062th Iteration, Delay Improved to: 4.86448e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1063th Iteration, Delay Improved this time by changing: output magnet(s) of n572 To: 5.6307e-08m
In 1063th Iteration, Delay Improved to: 4.86403e-08ns
In 1064th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID10[10]_7_n268 To: 5.6307e-08m
In 1064th Iteration, Delay Improved to: 4.86297e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1065th Iteration, Delay Improved this time by changing: input magnet(s) of n468 To: 7.71406e-08m
In 1065th Iteration, Delay Improved to: 4.86258e-08ns
In 1066th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID0[0]_0_n239 To: 4.11e-08m
In 1066th Iteration, Delay Improved to: 4.8623e-08ns
In 1067th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID11[11]_0_n262 To: 4.11e-08m
In 1067th Iteration, Delay Improved to: 4.86168e-08ns
In 1068th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID0[0]_0_n249 To: 4.11e-08m
In 1068th Iteration, Delay Improved to: 4.8609e-08ns
In 1069th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID10[10]_7_n276 To: 4.11e-08m
In 1069th Iteration, Delay Improved to: 4.85969e-08ns
In 1070th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID10[10]_8_n268 To: 5.6307e-08m
In 1070th Iteration, Delay Improved to: 4.85908e-08ns
In 1071th Iteration, Delay Improved this time by changing: output magnet(s) of ID15[15] To: 5.6307e-08m
In 1071th Iteration, Delay Improved to: 4.85801e-08ns
In 1072th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID18[18]_0_n83 To: 4.11e-08m
In 1072th Iteration, Delay Improved to: 4.85716e-08ns
In 1073th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n74_2_n248 To: 4.11e-08m
In 1073th Iteration, Delay Improved to: 4.85697e-08ns
In 1074th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID17[17]_6_n85 To: 4.11e-08m
In 1074th Iteration, Delay Improved to: 4.85636e-08ns
In 1075th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID18[18]_2_n282 To: 4.11e-08m
In 1075th Iteration, Delay Improved to: 4.85579e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1076th Iteration, Delay Improved this time by changing: output magnet(s) of n466 To: 5.6307e-08m
In 1076th Iteration, Delay Improved to: 4.85558e-08ns
In 1077th Iteration, Delay Improved this time by changing: output magnet(s) of n83 To: 4.11e-08m
In 1077th Iteration, Delay Improved to: 4.85539e-08ns
In 1078th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID20[20]_0_n123 To: 4.11e-08m
In 1078th Iteration, Delay Improved to: 4.85536e-08ns
In 1079th Iteration, Delay Improved this time by changing: output magnet(s) of n314 To: 5.6307e-08m
In 1079th Iteration, Delay Improved to: 4.85531e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1080th Iteration, Delay Improved this time by changing: output magnet(s) of n467 To: 5.6307e-08m
In 1080th Iteration, Delay Improved to: 4.85516e-08ns
In 1081th Iteration, Delay Improved this time by changing: output magnet(s) of n155 To: 4.11e-08m
In 1081th Iteration, Delay Improved to: 4.8548e-08ns
In 1082th Iteration, Delay Improved this time by changing: input magnet(s) of n390 To: 4.11e-08m
In 1082th Iteration, Delay Improved to: 4.85324e-08ns
In 1083th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n175_0_n176 To: 4.11e-08m
In 1083th Iteration, Delay Improved to: 4.85265e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1084th Iteration, Delay Improved this time by changing: output magnet(s) of n468 To: 7.71406e-08m
In 1084th Iteration, Delay Improved to: 4.85117e-08ns
In 1085th Iteration, Delay Improved this time by changing: output magnet(s) of n233 To: 4.11e-08m
In 1085th Iteration, Delay Improved to: 4.85113e-08ns
In 1086th Iteration, Delay Improved this time by changing: input magnet(s) of n314 To: 5.6307e-08m
In 1086th Iteration, Delay Improved to: 4.84946e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1087th Iteration, Delay Improved this time by changing: input magnet(s) of n404 To: 7.71406e-08m
In 1087th Iteration, Delay Improved to: 4.84895e-08ns
In 1088th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n217_1_n218 To: 4.11e-08m
In 1088th Iteration, Delay Improved to: 4.84873e-08ns
In 1089th Iteration, Delay Improved this time by changing: output magnet(s) of n475 To: 4.11e-08m
In 1089th Iteration, Delay Improved to: 4.84838e-08ns
In 1090th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n389_0_n656 To: 4.11e-08m
In 1090th Iteration, Delay Improved to: 4.84816e-08ns
In 1091th Iteration, Delay Improved this time by changing: output magnet(s) of n97 To: 4.11e-08m
In 1091th Iteration, Delay Improved to: 4.84754e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1092th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n359_1_n396 To: 5.6307e-08m
In 1092th Iteration, Delay Improved to: 4.84671e-08ns
In 1093th Iteration, Delay Improved this time by changing: output magnet(s) of n395 To: 4.11e-08m
In 1093th Iteration, Delay Improved to: 4.84647e-08ns
In 1094th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID15[15]_0_n184 To: 5.6307e-08m
In 1094th Iteration, Delay Improved to: 4.84617e-08ns
In 1095th Iteration, Delay Improved this time by changing: output magnet(s) of ID18[18] To: 4.11e-08m
In 1095th Iteration, Delay Improved to: 4.8439e-08ns
In 1096th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID20[20]_2_n131 To: 4.11e-08m
In 1096th Iteration, Delay Improved to: 4.84304e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1097th Iteration, Delay Improved this time by changing: input magnet(s) of n396 To: 5.6307e-08m
In 1097th Iteration, Delay Improved to: 4.8418e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1098th Iteration, Delay Improved this time by changing: output magnet(s) of n402 To: 5.6307e-08m
In 1098th Iteration, Delay Improved to: 4.84115e-08ns
In 1099th Iteration, Delay Improved this time by changing: input magnet(s) of n156 To: 5.6307e-08m
In 1099th Iteration, Delay Improved to: 4.84108e-08ns
In 1100th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n567_0_n656 To: 4.11e-08m
In 1100th Iteration, Delay Improved to: 4.84006e-08ns
In 1101th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n224_0_n225 To: 4.11e-08m
In 1101th Iteration, Delay Improved to: 4.83964e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1102th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID29[29]_1_n403 To: 5.6307e-08m
In 1102th Iteration, Delay Improved to: 4.83916e-08ns
In 1103th Iteration, Delay Improved this time by changing: input magnet(s) of n540 To: 5.6307e-08m
In 1103th Iteration, Delay Improved to: 4.83914e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1104th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID29[29]_0_n359 To: 7.71406e-08m
In 1104th Iteration, Delay Improved to: 4.83661e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1105th Iteration, Delay Improved this time by changing: input magnet(s) of n405 To: 7.71406e-08m
In 1105th Iteration, Delay Improved to: 4.83592e-08ns
In 1106th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n175_1_n176 To: 4.11e-08m
In 1106th Iteration, Delay Improved to: 4.83577e-08ns
In 1107th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n494_3_n501 To: 4.11e-08m
In 1107th Iteration, Delay Improved to: 4.83569e-08ns
In 1108th Iteration, Delay Improved this time by changing: output magnet(s) of n336 To: 4.11e-08m
In 1108th Iteration, Delay Improved to: 4.83532e-08ns
In 1109th Iteration, Delay Improved this time by changing: input magnet(s) of n482 To: 4.11e-08m
In 1109th Iteration, Delay Improved to: 4.83466e-08ns
In 1110th Iteration, Delay Improved this time by changing: output magnet(s) of ID30[30] To: 4.11e-08m
In 1110th Iteration, Delay Improved to: 4.8342e-08ns
In 1111th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n313_0_n314 To: 5.6307e-08m
In 1111th Iteration, Delay Improved to: 4.83283e-08ns
In 1112th Iteration, Delay Improved this time by changing: input magnet(s) of n305 To: 4.11e-08m
In 1112th Iteration, Delay Improved to: 4.83278e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1113th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID29[29]_6_n395 To: 4.11e-08m
In 1113th Iteration, Delay Improved to: 4.83216e-08ns
In 1114th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n341_2_n348 To: 4.11e-08m
In 1114th Iteration, Delay Improved to: 4.83207e-08ns
In 1115th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n389_1_n656 To: 4.11e-08m
In 1115th Iteration, Delay Improved to: 4.83192e-08ns
In 1116th Iteration, Delay Improved this time by changing: input magnet(s) of n217 To: 4.11e-08m
In 1116th Iteration, Delay Improved to: 4.83172e-08ns
In 1117th Iteration, Delay Improved this time by changing: output magnet(s) of n324 To: 4.11e-08m
In 1117th Iteration, Delay Improved to: 4.83146e-08ns
In 1118th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n224_0_n231 To: 4.11e-08m
In 1118th Iteration, Delay Improved to: 4.83135e-08ns
In 1119th Iteration, Delay Improved this time by changing: output magnet(s) of n537 To: 4.11e-08m
In 1119th Iteration, Delay Improved to: 4.83062e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1120th Iteration, Delay Improved this time by changing: input magnet(s) of n406 To: 7.71406e-08m
In 1120th Iteration, Delay Improved to: 4.82936e-08ns
In 1121th Iteration, Delay Improved this time by changing: output magnet(s) of n313 To: 5.6307e-08m
In 1121th Iteration, Delay Improved to: 4.82933e-08ns
In 1122th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n389_0_n658 To: 4.11e-08m
In 1122th Iteration, Delay Improved to: 4.82893e-08ns
In 1123th Iteration, Delay Improved this time by changing: output magnet(s) of n180 To: 4.11e-08m
In 1123th Iteration, Delay Improved to: 4.8284e-08ns
In 1124th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n461_0_n462 To: 4.11e-08m
In 1124th Iteration, Delay Improved to: 4.82837e-08ns
In 1125th Iteration, Delay Improved this time by changing: output magnet(s) of n500 To: 4.11e-08m
In 1125th Iteration, Delay Improved to: 4.82727e-08ns
In 1126th Iteration, Delay Improved this time by changing: input magnet(s) of n474 To: 4.11e-08m
In 1126th Iteration, Delay Improved to: 4.82594e-08ns
In 1127th Iteration, Delay Improved this time by changing: output magnet(s) of n536 To: 4.11e-08m
In 1127th Iteration, Delay Improved to: 4.82547e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1128th Iteration, Delay Improved this time by changing: output magnet(s) of n406 To: 7.71406e-08m
In 1128th Iteration, Delay Improved to: 4.82509e-08ns
In 1129th Iteration, Delay Improved this time by changing: input magnet(s) of n532 To: 5.6307e-08m
In 1129th Iteration, Delay Improved to: 4.8248e-08ns
In 1130th Iteration, Delay Improved this time by changing: output magnet(s) of n390 To: 4.11e-08m
In 1130th Iteration, Delay Improved to: 4.82341e-08ns
In 1131th Iteration, Delay Improved this time by changing: output magnet(s) of n549 To: 4.11e-08m
In 1131th Iteration, Delay Improved to: 4.82322e-08ns
In 1132th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n224_1_n225 To: 4.11e-08m
In 1132th Iteration, Delay Improved to: 4.82299e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1133th Iteration, Delay Improved this time by changing: input magnet(s) of n470 To: 7.71406e-08m
In 1133th Iteration, Delay Improved to: 4.82279e-08ns
In 1134th Iteration, Delay Improved this time by changing: input magnet(s) of n488 To: 4.11e-08m
In 1134th Iteration, Delay Improved to: 4.82246e-08ns
In 1135th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n314_0_n602 To: 5.6307e-08m
In 1135th Iteration, Delay Improved to: 4.82089e-08ns
In 1136th Iteration, Delay Improved this time by changing: input magnet(s) of n565 To: 4.11e-08m
In 1136th Iteration, Delay Improved to: 4.82075e-08ns
In 1137th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n570_0_n618 To: 4.11e-08m
In 1137th Iteration, Delay Improved to: 4.82052e-08ns
In 1138th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n461_0_n573 To: 4.11e-08m
In 1138th Iteration, Delay Improved to: 4.81901e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1139th Iteration, Delay Improved this time by changing: input magnet(s) of n467 To: 7.71406e-08m
In 1139th Iteration, Delay Improved to: 4.8188e-08ns
In 1140th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n494_4_n501 To: 4.11e-08m
In 1140th Iteration, Delay Improved to: 4.81861e-08ns
In 1141th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n175_2_n176 To: 4.11e-08m
In 1141th Iteration, Delay Improved to: 4.81843e-08ns
In 1142th Iteration, Delay Improved this time by changing: output magnet(s) of n452 To: 4.11e-08m
In 1142th Iteration, Delay Improved to: 4.81815e-08ns
In 1143th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n314_1_n602 To: 5.6307e-08m
In 1143th Iteration, Delay Improved to: 4.8179e-08ns
In 1144th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID20[20]_1_n123 To: 4.11e-08m
In 1144th Iteration, Delay Improved to: 4.81731e-08ns
In 1145th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n175_0_n229 To: 4.11e-08m
In 1145th Iteration, Delay Improved to: 4.81697e-08ns
In 1146th Iteration, Delay Improved this time by changing: input magnet(s) of n734 To: 4.11e-08m
In 1146th Iteration, Delay Improved to: 4.81663e-08ns
In 1147th Iteration, Delay Improved this time by changing: output magnet(s) of n100 To: 4.11e-08m
In 1147th Iteration, Delay Improved to: 4.8164e-08ns
In 1148th Iteration, Delay Improved this time by changing: input magnet(s) of n577 To: 5.6307e-08m
In 1148th Iteration, Delay Improved to: 4.81638e-08ns
In 1149th Iteration, Delay Improved this time by changing: input magnet(s) of n99 To: 5.6307e-08m
In 1149th Iteration, Delay Improved to: 4.81576e-08ns
In 1150th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n389_2_n656 To: 4.11e-08m
